Pair,Count,RowsInPairTable
"('铿乺st', 'generate')",1,[21034]
"('approach', 'serve')",1,[21036]
"('error', 'remain')",1,[21044]
"('component', 'develop')",1,[21052]
"('report', 'present')",1,[21055]
"('report', 'discuss')",1,[21065]
"('correspondence', 'send')",1,[21071]
"('capability', 'create')",1,[21073]
"('report', 'include')",1,[21074]
"('report', 'contain')",1,[21077]
"('focus', 'build')",1,[21078]
"('run', 'start')",1,[21085]
"('law', 'predict')",1,[21086]
"('scaling', 'have')",1,[21087]
"('addition', 'publish')",1,[21093]
"('relationship', 'hold')",1,[21101]
"('prediction', 'perform')",1,[21107]
"('training', 'begin')",1,[21116]
"('question', 'include')",1,[21123]
"('setup', 'design')",1,[21125]
"('score', 'determine')",1,[21126]
"('score', 'correspond')",1,[21128]
"('exam', 'publish')",1,[21129]
"('score', 'grade')",1,[21135]
"('exam', 'order')",1,[21139]
"('percent', 'achieve')",1,[21144]
"('capability', 'appear')",1,[21147]
"('portion', 'mix')",1,[21154]
"('sota', 'evaluate')",1,[21157]
"('benchmark', 'write')",1,[21164]
"('labeler', 'instruct')",1,[21171]
"('labeler', 'tell')",1,[21173]
"('response', 'generate')",1,[21174]
"('user', 'specify')",1,[21180]
"('image', 'show')",1,[21186]
"('accuracy', 'mean')",1,[21195]
"('answer', 'judge')",1,[21196]
"('question', 'pair')",1,[21200]
"('training', 'observe')",1,[21201]
"('majority', 'cut')",1,[21205]
"('confidence', 'match')",1,[21222]
"('calibration', 'reduce')",1,[21223]
"('system', 'customize')",1,[21228]
"('capability', 'lead')",1,[21231]
"('expert', 'test')",1,[21238]
"('finding', 'enable')",1,[21239]
"('recommendation', 'gather')",1,[21240]
"('behavior', 'arise')",1,[21242]
"('classifier', 'provide')",1,[21246]
"('type', 'require')",1,[21249]
"('generation', 'vary')",1,[21259]
"('technique', 'relate')",1,[21265]
"('improvement', 'improve')",1,[21268]
"('intervention', 'increase')",1,[21273]
"('limitation', 'exist')",1,[21275]
"('capability', 'demonstrate')",1,[21285]
"('scaling', 'allow')",1,[21287]
"('co', 'lead')",1,[21295]
"('co', 'distribute')",1,[21297]
"('format', 'lead')",1,[21300]
"('collection', 'lead')",1,[21301]
"('datum', 'lead')",1,[21302]
"('list', 'sort')",1,[21316]
"('effect', 'span')",1,[21320]
"('impact', 'restrict')",1,[21321]
"('share', 'increase')",1,[21322]
"('finding', 'imply')",1,[21323]
"('software', 'have')",1,[21324]
"('study', 'motivate')",1,[21329]
"('technology', 'remain')",1,[21330]
"('focus', 'utilize')",1,[21331]
"('rubric', 'measure')",1,[21335]
"('measure', 'reflect')",1,[21338]
"('determinant', 'imply')",1,[21339]
"('assessment', 'suggest')",1,[21343]
"('finding', 'show')",1,[21346]
"('occupation', 'exhibit')",1,[21347]
"('exposure', 'increase')",1,[21349]
"('worker', 'tend')",1,[21350]
"('examine', 'correlate')",1,[21351]
"('effort', 'range')",1,[21352]
"('gain', 'exacerbate')",1,[21355]
"('llm', 'improve')",1,[21357]
"('effect', 'expect')",1,[21358]
"('impact', 'expand')",1,[21361]
"('characteristic', 'imply')",1,[21363]
"('cost', 'increase')",1,[21365]
"('llm', 'excel')",1,[21373]
"('advancement', 'enhance')",1,[21375]
"('study', 'reveal')",1,[21376]
"('llm', 'integrate')",1,[21381]
"('application', 'allow')",1,[21382]
"('business', 'adopt')",1,[21383]
"('llm', 'advance')",1,[21392]
"('work', 'begin')",1,[21397]
"('model', 'receive')",1,[21409]
"('human', 'interpret')",1,[21414]
"('supervision', 'show')",1,[21416]
"('supervision', 'train')",1,[21421]
"('scope', 'use')",1,[21440]
"('model', 'select')",1,[21449]
"('screenshot', 'use')",1,[21454]
"('solution', 'filter')",1,[21459]
"('step', 'intend')",1,[21460]
"('step', 'label')",1,[21467]
"('solution', 'surface')",1,[21478]
"('solution', 'show')",1,[21482]
"('correctness', 'determine')",1,[21486]
"('prediction', 'take')",1,[21503]
"('method', 'reveal')",1,[21515]
"('decision', 'keep')",1,[21517]
"('voting', 'show')",1,[21521]
"('strategy', 'bias')",1,[21529]
"('voting', 'know')",1,[21534]
"('series', 'train')",1,[21540]
"('number', 'supervise')",1,[21541]
"('al', 'combine')",1,[21544]
"('set', 'construct')",1,[21550]
"('process', 'ensure')",1,[21575]
"('fraction', 'know')",1,[21576]
"('sample', 'represent')",1,[21581]
"('lack', 'limit')",1,[21584]
"('test', 'release')",1,[21593]
"('solution', 'go')",1,[21605]
"('solution', 'contain')",1,[21606]
"('supervision', 'make')",1,[21609]
"('inclusion', 'entail')",1,[21617]
"('block', 'need')",1,[21623]
"('process', 'identify')",1,[21624]
"('discussion', 'need')",1,[21625]
"('discussion', 'contribute')",1,[21630]
"('capability', 'highlight')",1,[21631]
"('factor', 'suggest')",1,[21641]
"('process', 'facilitate')",1,[21647]
"('version', 'adopt')",1,[21653]
"('standard', 'include')",1,[21655]
"('risk', 'change')",1,[21660]
"('risk', 'address')",1,[21665]
"('regulation', 'aim')",1,[21666]
"('oversight', 'need')",1,[21677]
"('development', 'carry')",1,[21678]
"('governance', 'require')",1,[21684]
"('harm', 'take')",1,[21690]
"('line', 'draw')",1,[21693]
"('list', 'represent')",1,[21695]
"('capability', 'start')",1,[21699]
"('group', 'task')",1,[21700]
"('researcher', 'warn')",1,[21702]
"('group', 'attempt')",1,[21704]
"('discovery', 'benefit')",1,[21708]
"('attacker', 'find')",1,[21709]
"('model', 'trend')",1,[21711]
"('token', 'think')",1,[21713]
"('example', 'achieve')",1,[21714]
"('developer', 'make')",1,[21717]
"('definition', 'exclude')",1,[21720]
"('usage', 'differ')",1,[21724]
"('regulator', 'assume')",1,[21735]
"('definition', 'lack')",1,[21741]
"('regulation', 'focus')",1,[21748]
"('proposal', 'tend')",1,[21749]
"('problem', 'shape')",1,[21750]
"('challenge', 'make')",1,[21751]
"('case', 'test')",1,[21752]
"('capability', 'advance')",1,[21753]
"('estimate', 'suggest')",1,[21761]
"('operation', 'meet')",1,[21762]
"('problem', 'make')",1,[21766]
"('developer', 'know')",1,[21772]
"('safeguard', 'address')",1,[21774]
"('challenge', 'show')",1,[21779]
"('regulation', 'fail')",1,[21781]
"('challenge', 'exacerbate')",1,[21783]
"('rate', 'perform')",1,[21785]
"('company', 'allow')",1,[21791]
"('user', 'demonstrate')",1,[21794]
"('user', 'continue')",1,[21795]
"('user', 'discover')",1,[21797]
"('user', 'find')",1,[21811]
"('year', 'deploy')",1,[21812]
"('llm', 'teach')",1,[21815]
"('tool', 'improve')",1,[21817]
"('tool', 'optimize')",1,[21818]
"('research', 'suggest')",1,[21821]
"('technique', 'mitigate')",1,[21828]
"('capability', 'employ')",1,[21833]
"('company', 'use')",1,[21835]
"('model', 'cost')",1,[21839]
"('resource', 'create')",1,[21840]
"('capability', 'proliferate')",1,[21842]
"('user', 'copy')",1,[21843]
"('model', 'run')",1,[21847]
"('hardware', 'tend')",1,[21848]
"('vector', 'imply')",1,[21856]
"('developer', 'take')",1,[21858]
"('adversary', 'launch')",1,[21860]
"('interaction', 'summarize')",1,[21861]
"('actor', 'produce')",1,[21863]
"('image', 'go')",1,[21865]
"('account', 'discover')",1,[21866]
"('group', 'reproduce')",1,[21868]
"('month', 'announce')",1,[21870]
"('card', 'suggest')",1,[21872]
"('user', 'post')",1,[21875]
"('researcher', 'use')",1,[21876]
"('problem', 'imply')",1,[21877]
"('risk', 'emerge')",1,[21878]
"('regulation', 'address')",1,[21880]
"('regime', 'ensure')",1,[21883]
"('developer', 'comply')",1,[21884]
"('jurisdiction', 'benefit')",1,[21887]
"('regime', 'need')",1,[21888]
"('government', 'encourage')",1,[21894]
"('tool', 'warrant')",1,[21896]
"('regulation', 'complement')",1,[21897]
"('company', 'screen')",1,[21898]
"('method', 'fail')",1,[21903]
"('practice', 'evolve')",1,[21904]
"('process', 'involve')",1,[21905]
"('standard', 'form')",1,[21906]
"('policymaker', 'play')",1,[21910]
"('government', 'advance')",1,[21911]
"('guidance', 'support')",1,[21915]
"('development', 'provide')",1,[21916]
"('regulator', 'need')",1,[21921]
"('regulator', 'fail')",1,[21922]
"('regulator', 'develop')",1,[21925]
"('company', 'disclose')",1,[21926]
"('regulator', 'mandate')",1,[21932]
"('regulator', 'establish')",1,[21933]
"('information', 'protect')",1,[21934]
"('risk', 'mitigate')",1,[21935]
"('visibility', 'remain')",1,[21936]
"('effort', 'offer')",1,[21937]
"('effort', 'support')",1,[21938]
"('mechanism', 'implement')",1,[21942]
"('effort', 'incentivize')",1,[21945]
"('standard', 'help')",1,[21949]
"('scheme', 'serve')",1,[21950]
"('scheme', 'play')",1,[21951]
"('enforcement', 'help')",1,[21952]
"('authority', 'publish')",1,[21953]
"('threat', 'provide')",1,[21954]
"('company', 'ensure')",1,[21955]
"('compliance', 'incentivize')",1,[21958]
"('regulation', 'rely')",1,[21960]
"('member', 'commit')",1,[21961]
"('company', 'release')",1,[21963]
"('regulator', 'require')",1,[21968]
"('company', 'require')",1,[21969]
"('detail', 'differ')",1,[21970]
"('regulation', 'tend')",1,[21971]
"('licensing', 'warrant')",1,[21972]
"('risk', 'appear')",1,[21973]
"('developer', 'require')",1,[21976]
"('license', 'grant')",1,[21977]
"('development', 'conduct')",1,[21982]
"('model', 'intend')",1,[21985]
"('survey', 'find')",1,[21997]
"('case', 'license')",1,[21998]
"('power', 'promote')",1,[21999]
"('regulation', 'adapt')",1,[22000]
"('requirement', 'require')",1,[22001]
"('government', 'provide')",1,[22003]
"('aircraft', 'require')",1,[22005]
"('action', 'risk')",1,[22009]
"('requirement', 'update')",1,[22012]
"('government', 'take')",1,[22015]
"('expertise', 'increase')",1,[22016]
"('asymmetry', 'lead')",1,[22017]
"('issue', 'anticipate')",1,[22018]
"('government', 'maintain')",1,[22019]
"('regulation', 'increase')",1,[22020]
"('policymaker', 'have')",1,[22025]
"('standard', 'make')",1,[22036]
"('standard', 'perform')",1,[22038]
"('treatment', 'see')",1,[22040]
"('evaluation', 'consist')",1,[22041]
"('behavior', 'elicit')",1,[22042]
"('developer', 'steer')",1,[22045]
"('company', 'make')",1,[22048]
"('training', 'progress')",1,[22049]
"('benchmark', 'include')",1,[22054]
"('failure', 'assess')",1,[22058]
"('evaluation', 'extend')",1,[22059]
"('capability', 'allow')",1,[22065]
"('risk', 'result')",1,[22067]
"('regulation', 'map')",1,[22069]
"('risk', 'view')",1,[22070]
"('capability', 'consider')",1,[22071]
"('access', 'increase')",1,[22072]
"('decision', 'consider')",1,[22077]
"('need', 'call')",1,[22080]
"('process', 'structure')",1,[22085]
"('party', 'assess')",1,[22086]
"('change', 'implement')",1,[22087]
"('mapping', 'go')",1,[22089]
"('assessment', 'determine')",1,[22090]
"('restriction', 'continue')",1,[22091]
"('lab', 'increase')",1,[22094]
"('lab', 'give')",1,[22096]
"('regulation', 'mandate')",1,[22097]
"('process', 'describe')",1,[22098]
"('resource', 'share')",1,[22099]
"('enhancement', 'increase')",1,[22100]
"('reliability', 'assess')",1,[22106]
"('model', 'assess')",1,[22107]
"('model', 'secure')",1,[22109]
"('nuance', 'need')",1,[22111]
"('safeguard', 'implement')",1,[22113]
"('table', 'ensure')",1,[22114]
"('capability', 'enhance')",1,[22115]
"('profile', 'arise')",1,[22116]
"('information', 'indicate')",1,[22117]
"('information', 'arise')",1,[22119]
"('deployment', 'yield')",1,[22120]
"('application', 'elicit')",1,[22122]
"('user', 'build')",1,[22125]
"('knowledge', 'enhance')",1,[22126]
"('practice', 'include')",1,[22127]
"('assessment', 'result')",1,[22128]
"('risk', 'warrant')",1,[22129]
"('example', 'agree')",1,[22131]
"('lab', 'monitor')",1,[22132]
"('capability', 'detect')",1,[22136]
"('system', 'support')",1,[22142]
"('standard', 'specify')",1,[22144]
"('practice', 'take')",1,[22145]
"('testing', 'require')",1,[22147]
"('regulation', 'tie')",1,[22152]
"('assumption', 'affect')",1,[22161]
"('ecosystem', 'rely')",1,[22163]
"('effort', 'put')",1,[22169]
"('regime', 'prove')",1,[22173]
"('rule', 'apply')",1,[22176]
"('people', 'engage')",1,[22177]
"('dynamic', 'lead')",1,[22179]
"('approach', 'support')",1,[22186]
"('regime', 'complement')",1,[22189]
"('power', 'need')",1,[22190]
"('frontier', 'occupy')",1,[22192]
"('regulation', 'bias')",1,[22194]
"('kind', 'relate')",1,[22198]
"('regulation', 'have')",1,[22199]
"('proposal', 'address')",1,[22200]
"('step', 'look')",1,[22202]
"('part', 'consider')",1,[22203]
"('paper', 'outline')",1,[22206]
"('government', 'need')",1,[22207]
"('standard', 'review')",1,[22210]
"('complexity', 'demand')",1,[22215]
"('regime', 'take')",1,[22217]
"('possibility', 'include')",1,[22218]
"('section', 'attempt')",1,[22222]
"('factor', 'decrease')",1,[22224]
"('regulation', 'cover')",1,[22229]
"('model', 'regulate')",1,[22230]
"('definition', 'base')",1,[22232]
"('regulator', 'create')",1,[22235]
"('activity', 'cover')",1,[22238]
"('regulator', 'define')",1,[22240]
"('capability', 'pose')",1,[22244]
"('report', 'define')",1,[22246]
"('definition', 'identify')",1,[22248]
"('corpora', 'satisfy')",1,[22250]
"('regulator', 'list')",1,[22254]
"('regulator', 'have')",1,[22257]
"('number', 'produce')",1,[22270]
"('threshold', 'decay')",1,[22273]
"('regulation', 'apply')",1,[22274]
"('regulator', 'learn')",1,[22277]
"('definition', 'have')",1,[22279]
"('solution', 'introduce')",1,[22285]
"('usage', 'determine')",1,[22287]
"('computation', 'use')",1,[22291]
"('law', 'describe')",1,[22292]
"('literature', 'focus')",1,[22293]
"('ii', 'expect')",1,[22295]
"('iii', 'increase')",1,[22297]
"('law', 'update')",1,[22301]
"('importance', 'decrease')",1,[22304]
"('task', 'see')",1,[22308]
"('measure', 'use')",1,[22318]
"('forecast', 'require')",1,[22319]
"('铿俥xibility', 'make')",1,[22323]
"('participant', 'identi铿乪')",1,[22324]
"('author', 'provide')",1,[22329]
"('participant', 'choose')",1,[22331]
"('claim', 'represent')",1,[22332]
"('workshop', 'include')",1,[22336]
"('accident', 'occur')",1,[22340]
"('escalation', 'happen')",1,[22341]
"('con铿俰ct', 'occur')",1,[22342]
"('cbm', 'target')",1,[22351]
"('participant', 'focus')",1,[22352]
"('strategy', 'address')",1,[22354]
"('government', 'fold')",1,[22356]
"('note', 'use')",1,[22359]
"('model', 'build')",1,[22366]
"('model', 'associate')",1,[22369]
"('side', 'play')",1,[22377]
"('al', 'low')",1,[22381]
"('technology', 'evolve')",1,[22383]
"('benchmark', 'exist')",1,[22386]
"('cbm', 'lower')",1,[22388]
"('world', 'access')",1,[22392]
"('call', 'access')",1,[22393]
"('lab', 'tackle')",1,[22398]
"('measure', 'include')",1,[22399]
"('landscape', 'challenge')",1,[22401]
"('overview', 'organize')",1,[22404]
"('al', 'access')",1,[22408]
"('es', 'access')",1,[22409]
"('eval', 'access')",1,[22411]
"('tool', 'access')",1,[22414]
"('opinion', 'access')",1,[22417]
"('cbm', 'need')",1,[22418]
"('workshop', 'identi铿乪')",1,[22422]
"('actor', 'account')",1,[22428]
"('system', 'generate')",1,[22430]
"('news', 'access')",1,[22440]
"('accident', 'feature')",1,[22445]
"('introduction', 'make')",1,[22446]
"('communication', 'integrate')",1,[22448]
"('hotline', 'assist')",1,[22449]
"('state', 'establish')",1,[22450]
"('norm', 'inform')",1,[22452]
"('party', 'use')",1,[22453]
"('point', 'make')",1,[22454]
"('researcher', 'offer')",1,[22455]
"('researcher', 'state')",1,[22458]
"('use', 'require')",1,[22461]
"('cbm', 'supply')",1,[22464]
"('participant', 'recommend')",1,[22466]
"('agreement', 'reduce')",1,[22470]
"('source', 'database')",1,[22476]
"('investigation', 'suggest')",1,[22477]
"('participant', 'raise')",1,[22478]
"('distinction', 'exist')",1,[22480]
"('category', 'include')",1,[22481]
"('industry', 'resolve')",1,[22483]
"('sharing', 'require')",1,[22486]
"('participant', 'note')",1,[22487]
"('practice', 'contribute')",1,[22489]
"('value', 're铿俥cte')",1,[22492]
"('document', 'access')",1,[22493]
"('kernel', 'run')",1,[22498]
"('number', 'have')",1,[22500]
"('dimension', 'correspond')",1,[22502]
"('operation', 'scale')",1,[22503]
"('value', 'speci铿乪')",1,[22506]
"('operation', 'skip')",1,[22507]
"('gpu', 'consist')",1,[22509]
"('operation', 'run')",1,[22512]
"('operation', 'come')",1,[22515]
"('kernel', 'find')",1,[22516]
"('sparsity', 'de铿乶e')",1,[22519]
"('kernel', 'skip')",1,[22520]
"('layer', 'replace')",1,[22521]
"('sparsity', 'unlock')",1,[22525]
"('sparsity', 'remain')",1,[22526]
"('multiple', 'perform')",1,[22533]
"('size', 'support')",1,[22534]
"('variety', 'include')",1,[22535]
"('operation', 'tend')",1,[22537]
"('technique', 'skip')",1,[22544]
"('technique', 'perform')",1,[22545]
"('kernel', 'perform')",1,[22550]
"('size', 'perform')",1,[22555]
"('pattern', 'generate')",1,[22556]
"('operation', 'correspond')",1,[22557]
"('kernel', 'outperform')",1,[22558]
"('degree', 'lead')",1,[22561]
"('operation', 'group')",1,[22564]
"('kernel', 'take')",1,[22566]
"('experiment', 'open')",1,[22567]
"('lstm', 'propose')",1,[22571]
"('architecture', 'see')",1,[22573]
"('operation', 'replace')",1,[22577]
"('connectivity', 'allow')",1,[22578]
"('neuron', 'connect')",1,[22580]
"('observation', 'make')",1,[22582]
"('network', 'mix')",1,[22584]
"('architecture', 'build')",1,[22586]
"('network', 'de铿乶e')",1,[22590]
"('graph', 'contain')",1,[22593]
"('rnn', 'construct')",1,[22594]
"('length', 'lead')",1,[22596]
"('structure', 'have')",1,[22598]
"('algorithm', 'start')",1,[22599]
"('node', 'connect')",1,[22600]
"('subset', 'replace')",1,[22601]
"('connection', 'retain')",1,[22602]
"('graph', 'begin')",1,[22603]
"('node', 'add')",1,[22604]
"('network', 'connect')",1,[22613]
"('information', 'have')",1,[22614]
"('replacement', 'improve')",1,[22628]
"('convolution', 'lead')",1,[22636]
"('convolution', 'improve')",1,[22637]
"('convolution', 'use')",1,[22643]
"('al', 'achieve')",1,[22648]
"('percentage', 'prune')",1,[22652]
"('result', 'translate')",1,[22654]
"('structure', 'determine')",1,[22656]
"('layer', 'make')",1,[22659]
"('kernel', 'work')",1,[22661]
"('pair', 'draw')",1,[22673]
"('user', 'provide')",1,[22677]
"('content', 'include')",1,[22680]
"('filtering', 'apply')",1,[22681]
"('image', 'represent')",1,[22684]
"('methodology', 'share')",1,[22689]
"('classifier', 'apply')",1,[22690]
"('prompt', 'result')",1,[22691]
"('rewrite', 'submit')",1,[22693]
"('classifier', 'develop')",1,[22695]
"('image', 'tend')",1,[22706]
"('evaluation', 'rely')",1,[22710]
"('prompt', 'source')",1,[22711]
"('datum', 'enable')",1,[22712]
"('example', 'enable')",1,[22713]
"('evaluation', 'focus')",1,[22714]
"('bias', 'measure')",1,[22715]
"('prompt', 'modify')",1,[22716]
"('classifier', 'identify')",1,[22719]
"('imagery', 'consist')",1,[22720]
"('figure', 'measure')",1,[22722]
"('prompt', 'ask')",1,[22723]
"('effort', 'inform')",1,[22727]
"('teaming', 'intend')",1,[22728]
"('teamer', 'have')",1,[22732]
"('example', 'reflect')",1,[22733]
"('area', 'explore')",1,[22736]
"('testing', 'demonstrate')",1,[22738]
"('one', 'prompt')",1,[22740]
"('architecture', 'combine')",1,[22743]
"('strategy', 'rely')",1,[22744]
"('image', 'align')",1,[22745]
"('prompt', 'flag')",1,[22748]
"('api', 'process')",1,[22751]
"('api', 'offer')",1,[22752]
"('subset', 'sample')",1,[22755]
"('strategy', 'encourage')",1,[22765]
"('number', 'represent')",1,[22767]
"('observation', 'align')",1,[22768]
"('param', 'tune')",1,[22770]
"('method', 'enhance')",1,[22771]
"('prompt', 'lead')",1,[22776]
